Date,Site,Count
7/17/2020,N - Carefree Bridge - Cave Creek Wash,13
7/17/2020,N - Deem Hills - East - 39th Ave TH,39
7/17/2020,N - Deem Hills - West - 51st Ave TH,34
7/17/2020,N - Desert Hills - North - Ocotillo Trail,19
7/17/2020,N - Desert Hills - South - Sidewinder Trail,31
7/17/2020,N - Desert Vista TH - Hawk,55
7/17/2020,N - Lookout Mountain - 306 - North Side TH,262
7/17/2020,N - NMVC,67
7/17/2020,N - North Mountain - 44-Tower Road,914
7/17/2020,N - Shaw Butte TH,150
7/17/2020,N -15th Ave - Yucca-Shaw Butte SW,45
7/17/2020,N-NM TOWER TR 44 REPL,
7/17/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/17/2020,RIO SALADO 2875 S. 7th Street SE,31
7/17/2020,RIO SALADO 3201 S. 16th Street SE,
7/17/2020,RIO-16ST-SE-REPL,
7/17/2020,RIO-7TH ST SE-REPL,
7/17/2020,RIO-CENT-NEGW-REPL,
7/17/2020,South Mountain- Desert Classic Trail,90
7/17/2020,South Mountain-620 Trailhead,
7/17/2020,South Mountain-Hau'Pal,126
7/17/2020,South Mountain-Holbert Trail,13
7/17/2020,South Mountain-Judith Tunell Trail,5
7/17/2020,South Mountain-Kiwanis Trail ,19
7/17/2020,South Mountain-Ma-Ha-Tuak Perimeter,75
7/17/2020,South Mountain-Mormon Trail,138
7/17/2020,South Mountain-Pima Dirt Rd. ,252
7/17/2020,South Mountain-Pima West Loop,261
7/17/2020,South Mountain-Telegraph Pass Trail,164
7/18/2020,E - Camelback - Cholla Trail ,12
7/18/2020,E - Camelback - Echo Canyon Trail,
7/18/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,122
7/18/2020,E - Dreamy Draw Park - Trail 202,80
7/18/2020,E - Papago - 5K Fitness,117
7/18/2020,E - Papago - Archery,59
7/18/2020,E - Papago - Hole In The Rock,299
7/18/2020,E - PMP - 32nd St. Trailhead,92
7/18/2020,E - PMP - 40th St. Trailhead - East Access,99
7/18/2020,E - PMP - 40th St. Trailhead - Wash - West Access,76
7/18/2020,E - PMP - Piestewa Summit Trail,875
7/18/2020,E - PMP - Trail 21416,294
7/18/2020,E - PMP - Trail 21520,69
7/18/2020,E - PMP - Trail8B - 7000 N. 36th,53
7/18/2020,N - 25th St. and Acoma-Shadow Mtn N,20
7/18/2020,N - 7th Ave - Peoria-Mtn. View Park Access,109
7/18/2020,N - Apache Wash Replacement,271
7/18/2020,N - Carefree Bridge - Cave Creek Wash,21
7/18/2020,N - Deem Hills - East - 39th Ave TH,59
7/18/2020,N - Deem Hills - West - 51st Ave TH,57
7/18/2020,N - Desert Hills - North - Ocotillo Trail,32
7/18/2020,N - Desert Hills - South - Sidewinder Trail,76
7/18/2020,N - Desert Vista TH - Hawk,90
7/18/2020,N - Lookout Mountain - 306 - North Side TH,251
7/18/2020,N - NMVC,118
7/18/2020,N - North Mountain - 44-Tower Road,686
7/18/2020,N - Shaw Butte TH,149
7/18/2020,N -15th Ave - Yucca-Shaw Butte SW,64
7/18/2020,N-NM TOWER TR 44 REPL,
7/18/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/18/2020,RIO SALADO 2875 S. 7th Street SE,10
7/18/2020,RIO SALADO 3201 S. 16th Street SE,
7/18/2020,RIO-16ST-SE-REPL,
7/18/2020,RIO-7TH ST SE-REPL,
7/18/2020,RIO-CENT-NEGW-REPL,
7/18/2020,South Mountain- Desert Classic Trail,142
7/18/2020,South Mountain-620 Trailhead,
7/18/2020,South Mountain-Hau'Pal,96
7/18/2020,South Mountain-Holbert Trail,17
7/18/2020,South Mountain-Judith Tunell Trail,1
7/18/2020,South Mountain-Kiwanis Trail ,58
7/18/2020,South Mountain-Ma-Ha-Tuak Perimeter,281
7/18/2020,South Mountain-Mormon Trail,195
7/18/2020,South Mountain-Pima Dirt Rd. ,331
7/18/2020,South Mountain-Pima West Loop,282
7/18/2020,South Mountain-Telegraph Pass Trail,229
7/19/2020,E - Camelback - Cholla Trail ,10
7/19/2020,E - Camelback - Echo Canyon Trail,
7/19/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,181
7/19/2020,E - Dreamy Draw Park - Trail 203,128
7/19/2020,E - Papago - 5K Fitness,106
7/19/2020,E - Papago - Archery,94
7/19/2020,E - Papago - Hole In The Rock,326
7/19/2020,E - PMP - 32nd St. Trailhead,113
7/19/2020,E - PMP - 40th St. Trailhead - East Access,119
7/19/2020,E - PMP - 40th St. Trailhead - Wash - West Access,71
7/19/2020,E - PMP - Piestewa Summit Trail,942
7/19/2020,E - PMP - Trail 21624,381
7/19/2020,E - PMP - Trail 21728,77
7/19/2020,E - PMP - Trail8B - 7000 N. 36th,44
7/19/2020,N - 25th St. and Acoma-Shadow Mtn N,16
7/19/2020,N - 7th Ave - Peoria-Mtn. View Park Access,117
7/19/2020,N - Apache Wash Replacement,233
7/19/2020,N - Carefree Bridge - Cave Creek Wash,24
7/19/2020,N - Deem Hills - East - 39th Ave TH,42
7/19/2020,N - Deem Hills - West - 51st Ave TH,51
7/19/2020,N - Desert Hills - North - Ocotillo Trail,13
7/19/2020,N - Desert Hills - South - Sidewinder Trail,49
7/19/2020,N - Desert Vista TH - Hawk,73
7/19/2020,N - Lookout Mountain - 306 - North Side TH,378
7/19/2020,N - NMVC,95
7/19/2020,N - North Mountain - 44-Tower Road,713
7/19/2020,N - Shaw Butte TH,166
7/19/2020,N -15th Ave - Yucca-Shaw Butte SW,52
7/19/2020,N-NM TOWER TR 44 REPL,
7/19/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/19/2020,RIO SALADO 2875 S. 7th Street SE,13
7/19/2020,RIO SALADO 3201 S. 16th Street SE,
7/19/2020,RIO-16ST-SE-REPL,
7/19/2020,RIO-7TH ST SE-REPL,
7/19/2020,RIO-CENT-NEGW-REPL,
7/19/2020,South Mountain- Desert Classic Trail,110
7/19/2020,South Mountain-620 Trailhead,
7/19/2020,South Mountain-Hau'Pal,137
7/19/2020,South Mountain-Holbert Trail,41
7/19/2020,South Mountain-Judith Tunell Trail,1
7/19/2020,South Mountain-Kiwanis Trail ,57
7/19/2020,South Mountain-Ma-Ha-Tuak Perimeter,46
7/19/2020,South Mountain-Mormon Trail,168
7/19/2020,South Mountain-Pima Dirt Rd. ,371
7/19/2020,South Mountain-Pima West Loop,246
7/19/2020,South Mountain-Telegraph Pass Trail,206
7/20/2020,E - Camelback - Cholla Trail ,5
7/20/2020,E - Camelback - Echo Canyon Trail,
7/20/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,125
7/20/2020,E - Dreamy Draw Park - Trail 204,86
7/20/2020,E - Papago - 5K Fitness,99
7/20/2020,E - Papago - Archery,54
7/20/2020,E - Papago - Hole In The Rock,319
7/20/2020,E - PMP - 32nd St. Trailhead,106
7/20/2020,E - PMP - 40th St. Trailhead - East Access,131
7/20/2020,E - PMP - 40th St. Trailhead - Wash - West Access,33
7/20/2020,E - PMP - Piestewa Summit Trail,1075
7/20/2020,E - PMP - Trail 21832,356
7/20/2020,E - PMP - Trail 21936,64
7/20/2020,E - PMP - Trail8B - 7000 N. 36th,43
7/20/2020,N - 25th St. and Acoma-Shadow Mtn N,37
7/20/2020,N - 7th Ave - Peoria-Mtn. View Park Access,117
7/20/2020,N - Apache Wash Replacement,163
7/20/2020,N - Carefree Bridge - Cave Creek Wash,9
7/20/2020,N - Deem Hills - East - 39th Ave TH,11
7/20/2020,N - Deem Hills - West - 51st Ave TH,23
7/20/2020,N - Desert Hills - North - Ocotillo Trail,3
7/20/2020,N - Desert Hills - South - Sidewinder Trail,11
7/20/2020,N - Desert Vista TH - Hawk,44
7/20/2020,N - Lookout Mountain - 306 - North Side TH,354
7/20/2020,N - NMVC,57
7/20/2020,N - North Mountain - 44-Tower Road,890
7/20/2020,N - Shaw Butte TH,126
7/20/2020,N -15th Ave - Yucca-Shaw Butte SW,92
7/20/2020,N-NM TOWER TR 44 REPL,
7/20/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/20/2020,RIO SALADO 2875 S. 7th Street SE,7
7/20/2020,RIO SALADO 3201 S. 16th Street SE,
7/20/2020,RIO-16ST-SE-REPL,
7/20/2020,RIO-7TH ST SE-REPL,
7/20/2020,RIO-CENT-NEGW-REPL,
7/20/2020,South Mountain- Desert Classic Trail,84
7/20/2020,South Mountain-620 Trailhead,
7/20/2020,South Mountain-Hau'Pal,179
7/20/2020,South Mountain-Holbert Trail,18
7/20/2020,South Mountain-Judith Tunell Trail,4
7/20/2020,South Mountain-Kiwanis Trail ,103
7/20/2020,South Mountain-Ma-Ha-Tuak Perimeter,35
7/20/2020,South Mountain-Mormon Trail,120
7/20/2020,South Mountain-Pima Dirt Rd. ,275
7/20/2020,South Mountain-Pima West Loop,269
7/20/2020,South Mountain-Telegraph Pass Trail,153
7/21/2020,E - Camelback - Cholla Trail ,8
7/21/2020,E - Camelback - Echo Canyon Trail,
7/21/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,112
7/21/2020,E - Dreamy Draw Park - Trail 205,95
7/21/2020,E - Papago - 5K Fitness,97
7/21/2020,E - Papago - Archery,50
7/21/2020,E - Papago - Hole In The Rock,212
7/21/2020,E - PMP - 32nd St. Trailhead,105
7/21/2020,E - PMP - 40th St. Trailhead - East Access,112
7/21/2020,E - PMP - 40th St. Trailhead - Wash - West Access,62
7/21/2020,E - PMP - Piestewa Summit Trail,912
7/21/2020,E - PMP - Trail 22040,251
7/21/2020,E - PMP - Trail 22144,49
7/21/2020,E - PMP - Trail8B - 7000 N. 36th,27
7/21/2020,N - 25th St. and Acoma-Shadow Mtn N,20
7/21/2020,N - 7th Ave - Peoria-Mtn. View Park Access,129
7/21/2020,N - Apache Wash Replacement,140
7/21/2020,N - Carefree Bridge - Cave Creek Wash,14
7/21/2020,N - Deem Hills - East - 39th Ave TH,59
7/21/2020,N - Deem Hills - West - 51st Ave TH,47
7/21/2020,N - Desert Hills - North - Ocotillo Trail,19
7/21/2020,N - Desert Hills - South - Sidewinder Trail,37
7/21/2020,N - Desert Vista TH - Hawk,49
7/21/2020,N - Lookout Mountain - 306 - North Side TH,269
7/21/2020,N - NMVC,98
7/21/2020,N - North Mountain - 44-Tower Road,986
7/21/2020,N - Shaw Butte TH,164
7/21/2020,N -15th Ave - Yucca-Shaw Butte SW,67
7/21/2020,N-NM TOWER TR 44 REPL,
7/21/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/21/2020,RIO SALADO 2875 S. 7th Street SE,9
7/21/2020,RIO SALADO 3201 S. 16th Street SE,
7/21/2020,RIO-16ST-SE-REPL,
7/21/2020,RIO-7TH ST SE-REPL,
7/21/2020,RIO-CENT-NEGW-REPL,
7/21/2020,South Mountain- Desert Classic Trail,107
7/21/2020,South Mountain-620 Trailhead,8
7/21/2020,South Mountain-Hau'Pal,144
7/21/2020,South Mountain-Holbert Trail,29
7/21/2020,South Mountain-Judith Tunell Trail,11
7/21/2020,South Mountain-Kiwanis Trail ,44
7/21/2020,South Mountain-Ma-Ha-Tuak Perimeter,273
7/21/2020,South Mountain-Mormon Trail,164
7/21/2020,South Mountain-Pima Dirt Rd. ,366
7/21/2020,South Mountain-Pima West Loop,173
7/21/2020,South Mountain-Telegraph Pass Trail,116
7/22/2020,E - Camelback - Cholla Trail ,9
7/22/2020,E - Camelback - Echo Canyon Trail,
7/22/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,129
7/22/2020,E - Dreamy Draw Park - Trail 206,130
7/22/2020,E - Papago - 5K Fitness,95
7/22/2020,E - Papago - Archery,55
7/22/2020,E - Papago - Hole In The Rock,268
7/22/2020,E - PMP - 32nd St. Trailhead,127
7/22/2020,E - PMP - 40th St. Trailhead - East Access,107
7/22/2020,E - PMP - 40th St. Trailhead - Wash - West Access,56
7/22/2020,E - PMP - Piestewa Summit Trail,893
7/22/2020,E - PMP - Trail 22248,262
7/22/2020,E - PMP - Trail 22352,51
7/22/2020,E - PMP - Trail8B - 7000 N. 36th,28
7/22/2020,N - 25th St. and Acoma-Shadow Mtn N,20
7/22/2020,N - 7th Ave - Peoria-Mtn. View Park Access,102
7/22/2020,N - Apache Wash Replacement,130
7/22/2020,N - Carefree Bridge - Cave Creek Wash,21
7/22/2020,N - Deem Hills - East - 39th Ave TH,49
7/22/2020,N - Deem Hills - West - 51st Ave TH,48
7/22/2020,N - Desert Hills - North - Ocotillo Trail,21
7/22/2020,N - Desert Hills - South - Sidewinder Trail,59
7/22/2020,N - Desert Vista TH - Hawk,63
7/22/2020,N - Lookout Mountain - 306 - North Side TH,359
7/22/2020,N - NMVC,94
7/22/2020,N - North Mountain - 44-Tower Road,998
7/22/2020,N - Shaw Butte TH,138
7/22/2020,N -15th Ave - Yucca-Shaw Butte SW,199
7/22/2020,N-NM TOWER TR 44 REPL,
7/22/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/22/2020,RIO SALADO 2875 S. 7th Street SE,9
7/22/2020,RIO SALADO 3201 S. 16th Street SE,
7/22/2020,RIO-16ST-SE-REPL,
7/22/2020,RIO-7TH ST SE-REPL,
7/22/2020,RIO-CENT-NEGW-REPL,
7/22/2020,South Mountain- Desert Classic Trail,109
7/22/2020,South Mountain-620 Trailhead,35
7/22/2020,South Mountain-Hau'Pal,148
7/22/2020,South Mountain-Holbert Trail,20
7/22/2020,South Mountain-Judith Tunell Trail,6
7/22/2020,South Mountain-Kiwanis Trail ,37
7/22/2020,South Mountain-Ma-Ha-Tuak Perimeter,136
7/22/2020,South Mountain-Mormon Trail,149
7/22/2020,South Mountain-Pima Dirt Rd. ,412
7/22/2020,South Mountain-Pima West Loop,291
7/22/2020,South Mountain-Telegraph Pass Trail,147
7/23/2020,E - Camelback - Cholla Trail ,7
7/23/2020,E - Camelback - Echo Canyon Trail,
7/23/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,163
7/23/2020,E - Dreamy Draw Park - Trail 207,96
7/23/2020,E - Papago - 5K Fitness,103
7/23/2020,E - Papago - Archery,59
7/23/2020,E - Papago - Hole In The Rock,297
7/23/2020,E - PMP - 32nd St. Trailhead,148
7/23/2020,E - PMP - 40th St. Trailhead - East Access,123
7/23/2020,E - PMP - 40th St. Trailhead - Wash - West Access,49
7/23/2020,E - PMP - Piestewa Summit Trail,1098
7/23/2020,E - PMP - Trail 22456,348
7/23/2020,E - PMP - Trail 22560,57
7/23/2020,E - PMP - Trail8B - 7000 N. 36th,39
7/23/2020,N - 25th St. and Acoma-Shadow Mtn N,16
7/23/2020,N - 7th Ave - Peoria-Mtn. View Park Access,99
7/23/2020,N - Apache Wash Replacement,174
7/23/2020,N - Carefree Bridge - Cave Creek Wash,16
7/23/2020,N - Deem Hills - East - 39th Ave TH,22
7/23/2020,N - Deem Hills - West - 51st Ave TH,48
7/23/2020,N - Desert Hills - North - Ocotillo Trail,14
7/23/2020,N - Desert Hills - South - Sidewinder Trail,28
7/23/2020,N - Desert Vista TH - Hawk,64
7/23/2020,N - Lookout Mountain - 306 - North Side TH,334
7/23/2020,N - NMVC,108
7/23/2020,N - North Mountain - 44-Tower Road,929
7/23/2020,N - Shaw Butte TH,171
7/23/2020,N -15th Ave - Yucca-Shaw Butte SW,62
7/23/2020,N-NM TOWER TR 44 REPL,
7/23/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/23/2020,RIO SALADO 2875 S. 7th Street SE,21
7/23/2020,RIO SALADO 3201 S. 16th Street SE,
7/23/2020,RIO-16ST-SE-REPL,
7/23/2020,RIO-7TH ST SE-REPL,
7/23/2020,RIO-CENT-NEGW-REPL,
7/23/2020,South Mountain- Desert Classic Trail,91
7/23/2020,South Mountain-620 Trailhead,0
7/23/2020,South Mountain-Hau'Pal,187
7/23/2020,South Mountain-Holbert Trail,24
7/23/2020,South Mountain-Judith Tunell Trail,4
7/23/2020,South Mountain-Kiwanis Trail ,44
7/23/2020,South Mountain-Ma-Ha-Tuak Perimeter,398
7/23/2020,South Mountain-Mormon Trail,165
7/23/2020,South Mountain-Pima Dirt Rd. ,379
7/23/2020,South Mountain-Pima West Loop,285
7/23/2020,South Mountain-Telegraph Pass Trail,158
7/24/2020,E - Camelback - Cholla Trail ,12
7/24/2020,E - Camelback - Echo Canyon Trail,
7/24/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,111
7/24/2020,E - Dreamy Draw Park - Trail 208,109
7/24/2020,E - Papago - 5K Fitness,146
7/24/2020,E - Papago - Archery,48
7/24/2020,E - Papago - Hole In The Rock,252
7/24/2020,E - PMP - 32nd St. Trailhead,163
7/24/2020,E - PMP - 40th St. Trailhead - East Access,142
7/24/2020,E - PMP - 40th St. Trailhead - Wash - West Access,84
7/24/2020,E - PMP - Piestewa Summit Trail,962
7/24/2020,E - PMP - Trail 22664,391
7/24/2020,E - PMP - Trail 22768,80
7/24/2020,E - PMP - Trail8B - 7000 N. 36th,48
7/24/2020,N - 25th St. and Acoma-Shadow Mtn N,16
7/24/2020,N - 7th Ave - Peoria-Mtn. View Park Access,63
7/24/2020,N - Apache Wash Replacement,170
7/24/2020,N - Carefree Bridge - Cave Creek Wash,5
7/24/2020,N - Deem Hills - East - 39th Ave TH,54
7/24/2020,N - Deem Hills - West - 51st Ave TH,57
7/24/2020,N - Desert Hills - North - Ocotillo Trail,26
7/24/2020,N - Desert Hills - South - Sidewinder Trail,46
7/24/2020,N - Desert Vista TH - Hawk,67
7/24/2020,N - Lookout Mountain - 306 - North Side TH,274
7/24/2020,N - NMVC,102
7/24/2020,N - North Mountain - 44-Tower Road,822
7/24/2020,N - Shaw Butte TH,176
7/24/2020,N -15th Ave - Yucca-Shaw Butte SW,63
7/24/2020,N-NM TOWER TR 44 REPL,
7/24/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/24/2020,RIO SALADO 2875 S. 7th Street SE,15
7/24/2020,RIO SALADO 3201 S. 16th Street SE,
7/24/2020,RIO-16ST-SE-REPL,
7/24/2020,RIO-7TH ST SE-REPL,
7/24/2020,RIO-CENT-NEGW-REPL,
7/24/2020,South Mountain- Desert Classic Trail,105
7/24/2020,South Mountain-620 Trailhead,0
7/24/2020,South Mountain-Hau'Pal,127
7/24/2020,South Mountain-Holbert Trail,19
7/24/2020,South Mountain-Judith Tunell Trail,3
7/24/2020,South Mountain-Kiwanis Trail ,64
7/24/2020,South Mountain-Ma-Ha-Tuak Perimeter,128
7/24/2020,South Mountain-Mormon Trail,241
7/24/2020,South Mountain-Pima Dirt Rd. ,443
7/24/2020,South Mountain-Pima West Loop,280
7/24/2020,South Mountain-Telegraph Pass Trail,186
7/25/2020,E - Camelback - Cholla Trail ,14
7/25/2020,E - Camelback - Echo Canyon Trail,
7/25/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,169
7/25/2020,E - Dreamy Draw Park - Trail 209,84
7/25/2020,E - Papago - 5K Fitness,146
7/25/2020,E - Papago - Archery,97
7/25/2020,E - Papago - Hole In The Rock,382
7/25/2020,E - PMP - 32nd St. Trailhead,181
7/25/2020,E - PMP - 40th St. Trailhead - East Access,179
7/25/2020,E - PMP - 40th St. Trailhead - Wash - West Access,136
7/25/2020,E - PMP - Piestewa Summit Trail,1070
7/25/2020,E - PMP - Trail 22872,425
7/25/2020,E - PMP - Trail 22976,105
7/25/2020,E - PMP - Trail8B - 7000 N. 36th,53
7/25/2020,N - 25th St. and Acoma-Shadow Mtn N,32
7/25/2020,N - 7th Ave - Peoria-Mtn. View Park Access,130
7/25/2020,N - Apache Wash Replacement,329
7/25/2020,N - Carefree Bridge - Cave Creek Wash,17
7/25/2020,N - Deem Hills - East - 39th Ave TH,41
7/25/2020,N - Deem Hills - West - 51st Ave TH,60
7/25/2020,N - Desert Hills - North - Ocotillo Trail,27
7/25/2020,N - Desert Hills - South - Sidewinder Trail,42
7/25/2020,N - Desert Vista TH - Hawk,111
7/25/2020,N - Lookout Mountain - 306 - North Side TH,278
7/25/2020,N - NMVC,133
7/25/2020,N - North Mountain - 44-Tower Road,856
7/25/2020,N - Shaw Butte TH,142
7/25/2020,N -15th Ave - Yucca-Shaw Butte SW,63
7/25/2020,N-NM TOWER TR 44 REPL,
7/25/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/25/2020,RIO SALADO 2875 S. 7th Street SE,17
7/25/2020,RIO SALADO 3201 S. 16th Street SE,
7/25/2020,RIO-16ST-SE-REPL,
7/25/2020,RIO-7TH ST SE-REPL,
7/25/2020,RIO-CENT-NEGW-REPL,
7/25/2020,South Mountain- Desert Classic Trail,128
7/25/2020,South Mountain-620 Trailhead,31
7/25/2020,South Mountain-Hau'Pal,143
7/25/2020,South Mountain-Holbert Trail,55
7/25/2020,South Mountain-Judith Tunell Trail,16
7/25/2020,South Mountain-Kiwanis Trail ,70
7/25/2020,South Mountain-Ma-Ha-Tuak Perimeter,193
7/25/2020,South Mountain-Mormon Trail,301
7/25/2020,South Mountain-Pima Dirt Rd. ,622
7/25/2020,South Mountain-Pima West Loop,398
7/25/2020,South Mountain-Telegraph Pass Trail,263
7/26/2020,E - Camelback - Cholla Trail ,15
7/26/2020,E - Camelback - Echo Canyon Trail,
7/26/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,155
7/26/2020,E - Dreamy Draw Park - Trail 210,112
7/26/2020,E - Papago - 5K Fitness,138
7/26/2020,E - Papago - Archery,100
7/26/2020,E - Papago - Hole In The Rock,340
7/26/2020,E - PMP - 32nd St. Trailhead,169
7/26/2020,E - PMP - 40th St. Trailhead - East Access,159
7/26/2020,E - PMP - 40th St. Trailhead - Wash - West Access,90
7/26/2020,E - PMP - Piestewa Summit Trail,935
7/26/2020,E - PMP - Trail 23080,337
7/26/2020,E - PMP - Trail 23184,87
7/26/2020,E - PMP - Trail8B - 7000 N. 36th,41
7/26/2020,N - 25th St. and Acoma-Shadow Mtn N,27
7/26/2020,N - 7th Ave - Peoria-Mtn. View Park Access,110
7/26/2020,N - Apache Wash Replacement,241
7/26/2020,N - Carefree Bridge - Cave Creek Wash,35
7/26/2020,N - Deem Hills - East - 39th Ave TH,70
7/26/2020,N - Deem Hills - West - 51st Ave TH,60
7/26/2020,N - Desert Hills - North - Ocotillo Trail,24
7/26/2020,N - Desert Hills - South - Sidewinder Trail,57
7/26/2020,N - Desert Vista TH - Hawk,103
7/26/2020,N - Lookout Mountain - 306 - North Side TH,382
7/26/2020,N - NMVC,127
7/26/2020,N - North Mountain - 44-Tower Road,781
7/26/2020,N - Shaw Butte TH,171
7/26/2020,N -15th Ave - Yucca-Shaw Butte SW,45
7/26/2020,N-NM TOWER TR 44 REPL,
7/26/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/26/2020,RIO SALADO 2875 S. 7th Street SE,15
7/26/2020,RIO SALADO 3201 S. 16th Street SE,
7/26/2020,RIO-16ST-SE-REPL,
7/26/2020,RIO-7TH ST SE-REPL,
7/26/2020,RIO-CENT-NEGW-REPL,
7/26/2020,South Mountain- Desert Classic Trail,117
7/26/2020,South Mountain-620 Trailhead,6
7/26/2020,South Mountain-Hau'Pal,149
7/26/2020,South Mountain-Holbert Trail,56
7/26/2020,South Mountain-Judith Tunell Trail,5
7/26/2020,South Mountain-Kiwanis Trail ,67
7/26/2020,South Mountain-Ma-Ha-Tuak Perimeter,121
7/26/2020,South Mountain-Mormon Trail,248
7/26/2020,South Mountain-Pima Dirt Rd. ,559
7/26/2020,South Mountain-Pima West Loop,272
7/26/2020,South Mountain-Telegraph Pass Trail,218
7/27/2020,E - Camelback - Cholla Trail ,5
7/27/2020,E - Camelback - Echo Canyon Trail,
7/27/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,118
7/27/2020,E - Dreamy Draw Park - Trail 211,98
7/27/2020,E - Papago - 5K Fitness,99
7/27/2020,E - Papago - Archery,47
7/27/2020,E - Papago - Hole In The Rock,224
7/27/2020,E - PMP - 32nd St. Trailhead,112
7/27/2020,E - PMP - 40th St. Trailhead - East Access,103
7/27/2020,E - PMP - 40th St. Trailhead - Wash - West Access,60
7/27/2020,E - PMP - Piestewa Summit Trail,875
7/27/2020,E - PMP - Trail 23288,233
7/27/2020,E - PMP - Trail 23392,77
7/27/2020,E - PMP - Trail8B - 7000 N. 36th,23
7/27/2020,N - 25th St. and Acoma-Shadow Mtn N,19
7/27/2020,N - 7th Ave - Peoria-Mtn. View Park Access,87
7/27/2020,N - Apache Wash Replacement,74
7/27/2020,N - Carefree Bridge - Cave Creek Wash,10
7/27/2020,N - Deem Hills - East - 39th Ave TH,39
7/27/2020,N - Deem Hills - West - 51st Ave TH,49
7/27/2020,N - Desert Hills - North - Ocotillo Trail,10
7/27/2020,N - Desert Hills - South - Sidewinder Trail,31
7/27/2020,N - Desert Vista TH - Hawk,56
7/27/2020,N - Lookout Mountain - 306 - North Side TH,224
