Date,Site,Count
11/27/2019,N - Deem Hills - West - 51st Ave TH,133
11/27/2019,N - Desert Hills - North - Ocotillo Trail,93
11/27/2019,N - Desert Hills - South - Sidewinder Trail,129
11/27/2019,N - Desert Vista TH - Hawk,162
11/27/2019,N - Lookout Mountain - 306 - North Side TH,406
11/27/2019,N - NMVC,130
11/27/2019,N - North Mountain - 44-Tower Road,406
11/27/2019,N - Shaw Butte TH,227
11/27/2019,N -15th Ave - Yucca-Shaw Butte SW,23
11/27/2019,N-NM TOWER TR 44 REPL,
11/27/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
11/27/2019,RIO SALADO 2875 S. 7th Street SE,
11/27/2019,RIO SALADO 3201 S. 16th Street SE,
11/27/2019,RIO-16ST-SE-REPL,
11/27/2019,RIO-7TH ST SE-REPL,
11/27/2019,RIO-CENT-NEGW-REPL,
11/27/2019,South Mountain- Desert Classic Trail,228
11/27/2019,South Mountain-620 Trailhead,172
11/27/2019,South Mountain-Hau'Pal,
11/27/2019,South Mountain-Holbert Trail,70
11/27/2019,South Mountain-Judith Tunell Trail,35
11/27/2019,South Mountain-Kiwanis Trail ,95
11/27/2019,South Mountain-Ma-Ha-Tuak Perimeter,
11/27/2019,South Mountain-Mormon Trail,341
11/27/2019,South Mountain-Pima Dirt Rd. ,896
11/27/2019,South Mountain-Pima West Loop,564
11/27/2019,South Mountain-Telegraph Pass Trail,273
11/28/2019,E - Camelback - Cholla Trail ,
11/28/2019,E - Camelback - Echo Canyon Trail,1063
11/28/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,409
11/28/2019,E - Dreamy Draw Park - Trail 100,105
11/28/2019,E - Papago - 5K Fitness,218
11/28/2019,E - Papago - Archery,34
11/28/2019,E - Papago - Hole In The Rock,162
11/28/2019,E - PMP - 32nd St. Trailhead,451
11/28/2019,E - PMP - 40th St. Trailhead - East Access,335
11/28/2019,E - PMP - 40th St. Trailhead - Wash - West Access,853
11/28/2019,E - PMP - Piestewa Summit Trail,1273
11/28/2019,E - PMP - Trail 200,
11/28/2019,E - PMP - Trail 304,283
11/28/2019,E - PMP - Trail8B - 7000 N. 36th,
11/28/2019,N - 25th St. and Acoma-Shadow Mtn N,56
11/28/2019,N - 7th Ave - Peoria-Mtn. View Park Access,152
11/28/2019,N - Apache Wash Replacement,366
11/28/2019,N - Carefree Bridge - Cave Creek Wash,28
11/28/2019,N - Deem Hills - East - 39th Ave TH,109
11/28/2019,N - Deem Hills - West - 51st Ave TH,137
11/28/2019,N - Desert Hills - North - Ocotillo Trail,89
11/28/2019,N - Desert Hills - South - Sidewinder Trail,177
11/28/2019,N - Desert Vista TH - Hawk,139
11/28/2019,N - Lookout Mountain - 306 - North Side TH,615
11/28/2019,N - NMVC,185
11/28/2019,N - North Mountain - 44-Tower Road,499
11/28/2019,N - Shaw Butte TH,253
11/28/2019,N -15th Ave - Yucca-Shaw Butte SW,36
11/28/2019,N-NM TOWER TR 44 REPL,
11/28/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
11/28/2019,RIO SALADO 2875 S. 7th Street SE,
11/28/2019,RIO SALADO 3201 S. 16th Street SE,
11/28/2019,RIO-16ST-SE-REPL,
11/28/2019,RIO-7TH ST SE-REPL,
11/28/2019,RIO-CENT-NEGW-REPL,
11/28/2019,South Mountain- Desert Classic Trail,208
11/28/2019,South Mountain-620 Trailhead,325
11/28/2019,South Mountain-Hau'Pal,
11/28/2019,South Mountain-Holbert Trail,123
11/28/2019,South Mountain-Judith Tunell Trail,24
11/28/2019,South Mountain-Kiwanis Trail ,133
11/28/2019,South Mountain-Ma-Ha-Tuak Perimeter,
11/28/2019,South Mountain-Mormon Trail,442
11/28/2019,South Mountain-Pima Dirt Rd. ,1017
11/28/2019,South Mountain-Pima West Loop,720
11/28/2019,South Mountain-Telegraph Pass Trail,374
11/29/2019,E - Camelback - Cholla Trail ,
11/29/2019,E - Camelback - Echo Canyon Trail,485
11/29/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,292
11/29/2019,E - Dreamy Draw Park - Trail 100,86
11/29/2019,E - Papago - 5K Fitness,142
11/29/2019,E - Papago - Archery,20
11/29/2019,E - Papago - Hole In The Rock,276
11/29/2019,E - PMP - 32nd St. Trailhead,210
11/29/2019,E - PMP - 40th St. Trailhead - East Access,148
11/29/2019,E - PMP - 40th St. Trailhead - Wash - West Access,371
11/29/2019,E - PMP - Piestewa Summit Trail,631
11/29/2019,E - PMP - Trail 200,
11/29/2019,E - PMP - Trail 304,164
11/29/2019,E - PMP - Trail8B - 7000 N. 36th,
11/29/2019,N - 25th St. and Acoma-Shadow Mtn N,37
11/29/2019,N - 7th Ave - Peoria-Mtn. View Park Access,67
11/29/2019,N - Apache Wash Replacement,144
11/29/2019,N - Carefree Bridge - Cave Creek Wash,3
11/29/2019,N - Deem Hills - East - 39th Ave TH,30
11/29/2019,N - Deem Hills - West - 51st Ave TH,49
11/29/2019,N - Desert Hills - North - Ocotillo Trail,28
11/29/2019,N - Desert Hills - South - Sidewinder Trail,37
11/29/2019,N - Desert Vista TH - Hawk,62
11/29/2019,N - Lookout Mountain - 306 - North Side TH,263
11/29/2019,N - NMVC,91
11/29/2019,N - North Mountain - 44-Tower Road,249
11/29/2019,N - Shaw Butte TH,110
11/29/2019,N -15th Ave - Yucca-Shaw Butte SW,26
11/29/2019,N-NM TOWER TR 44 REPL,
11/29/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
11/29/2019,RIO SALADO 2875 S. 7th Street SE,
11/29/2019,RIO SALADO 3201 S. 16th Street SE,
11/29/2019,RIO-16ST-SE-REPL,
11/29/2019,RIO-7TH ST SE-REPL,
11/29/2019,RIO-CENT-NEGW-REPL,
11/29/2019,South Mountain- Desert Classic Trail,148
11/29/2019,South Mountain-620 Trailhead,106
11/29/2019,South Mountain-Hau'Pal,
11/29/2019,South Mountain-Holbert Trail,57
11/29/2019,South Mountain-Judith Tunell Trail,55
11/29/2019,South Mountain-Kiwanis Trail ,81
11/29/2019,South Mountain-Ma-Ha-Tuak Perimeter,
11/29/2019,South Mountain-Mormon Trail,201
11/29/2019,South Mountain-Pima Dirt Rd. ,536
11/29/2019,South Mountain-Pima West Loop,423
11/29/2019,South Mountain-Telegraph Pass Trail,143
11/30/2019,E - Camelback - Cholla Trail ,
11/30/2019,E - Camelback - Echo Canyon Trail,1403
11/30/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,488
11/30/2019,E - Dreamy Draw Park - Trail 100,140
11/30/2019,E - Papago - 5K Fitness,212
11/30/2019,E - Papago - Archery,76
11/30/2019,E - Papago - Hole In The Rock,993
11/30/2019,E - PMP - 32nd St. Trailhead,472
11/30/2019,E - PMP - 40th St. Trailhead - East Access,422
11/30/2019,E - PMP - 40th St. Trailhead - Wash - West Access,1129
11/30/2019,E - PMP - Piestewa Summit Trail,1575
11/30/2019,E - PMP - Trail 200,
11/30/2019,E - PMP - Trail 304,485
11/30/2019,E - PMP - Trail8B - 7000 N. 36th,
11/30/2019,N - 25th St. and Acoma-Shadow Mtn N,71
11/30/2019,N - 7th Ave - Peoria-Mtn. View Park Access,150
11/30/2019,N - Apache Wash Replacement,605
11/30/2019,N - Carefree Bridge - Cave Creek Wash,10
11/30/2019,N - Deem Hills - East - 39th Ave TH,162
11/30/2019,N - Deem Hills - West - 51st Ave TH,201
11/30/2019,N - Desert Hills - North - Ocotillo Trail,110
11/30/2019,N - Desert Hills - South - Sidewinder Trail,175
11/30/2019,N - Desert Vista TH - Hawk,221
11/30/2019,N - Lookout Mountain - 306 - North Side TH,566
11/30/2019,N - NMVC,318
11/30/2019,N - North Mountain - 44-Tower Road,710
11/30/2019,N - Shaw Butte TH,332
11/30/2019,N -15th Ave - Yucca-Shaw Butte SW,66
11/30/2019,N-NM TOWER TR 44 REPL,
11/30/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
11/30/2019,RIO SALADO 2875 S. 7th Street SE,
11/30/2019,RIO SALADO 3201 S. 16th Street SE,
11/30/2019,RIO-16ST-SE-REPL,
11/30/2019,RIO-7TH ST SE-REPL,
11/30/2019,RIO-CENT-NEGW-REPL,
11/30/2019,South Mountain- Desert Classic Trail,596
11/30/2019,South Mountain-620 Trailhead,350
11/30/2019,South Mountain-Hau'Pal,
11/30/2019,South Mountain-Holbert Trail,219
11/30/2019,South Mountain-Judith Tunell Trail,119
11/30/2019,South Mountain-Kiwanis Trail ,220
11/30/2019,South Mountain-Ma-Ha-Tuak Perimeter,
11/30/2019,South Mountain-Mormon Trail,776
11/30/2019,South Mountain-Pima Dirt Rd. ,1450
11/30/2019,South Mountain-Pima West Loop,1011
11/30/2019,South Mountain-Telegraph Pass Trail,422
12/1/2019,E - Camelback - Cholla Trail ,
12/1/2019,E - Camelback - Echo Canyon Trail,1054
12/1/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,452
12/1/2019,E - Dreamy Draw Park - Trail 100,135
12/1/2019,E - Papago - 5K Fitness,288
12/1/2019,E - Papago - Archery,112
12/1/2019,E - Papago - Hole In The Rock,504
12/1/2019,E - PMP - 32nd St. Trailhead,424
12/1/2019,E - PMP - 40th St. Trailhead - East Access,317
12/1/2019,E - PMP - 40th St. Trailhead - Wash - West Access,747
12/1/2019,E - PMP - Piestewa Summit Trail,1455
12/1/2019,E - PMP - Trail 200,
12/1/2019,E - PMP - Trail 304,399
12/1/2019,E - PMP - Trail8B - 7000 N. 36th,
12/1/2019,N - 25th St. and Acoma-Shadow Mtn N,119
12/1/2019,N - 7th Ave - Peoria-Mtn. View Park Access,156
12/1/2019,N - Apache Wash Replacement,652
12/1/2019,N - Carefree Bridge - Cave Creek Wash,71
12/1/2019,N - Deem Hills - East - 39th Ave TH,118
12/1/2019,N - Deem Hills - West - 51st Ave TH,168
12/1/2019,N - Desert Hills - North - Ocotillo Trail,142
12/1/2019,N - Desert Hills - South - Sidewinder Trail,192
12/1/2019,N - Desert Vista TH - Hawk,198
12/1/2019,N - Lookout Mountain - 306 - North Side TH,592
12/1/2019,N - NMVC,248
12/1/2019,N - North Mountain - 44-Tower Road,697
12/1/2019,N - Shaw Butte TH,342
12/1/2019,N -15th Ave - Yucca-Shaw Butte SW,49
12/1/2019,N-NM TOWER TR 44 REPL,
12/1/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/1/2019,RIO SALADO 2875 S. 7th Street SE,
12/1/2019,RIO SALADO 3201 S. 16th Street SE,
12/1/2019,RIO-16ST-SE-REPL,
12/1/2019,RIO-7TH ST SE-REPL,
12/1/2019,RIO-CENT-NEGW-REPL,
12/1/2019,South Mountain- Desert Classic Trail,446
12/1/2019,South Mountain-620 Trailhead,282
12/1/2019,South Mountain-Hau'Pal,
12/1/2019,South Mountain-Holbert Trail,220
12/1/2019,South Mountain-Judith Tunell Trail,143
12/1/2019,South Mountain-Kiwanis Trail ,231
12/1/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/1/2019,South Mountain-Mormon Trail,623
12/1/2019,South Mountain-Pima Dirt Rd. ,1403
12/1/2019,South Mountain-Pima West Loop,735
12/1/2019,South Mountain-Telegraph Pass Trail,405
12/2/2019,E - Camelback - Cholla Trail ,
12/2/2019,E - Camelback - Echo Canyon Trail,594
12/2/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,218
12/2/2019,E - Dreamy Draw Park - Trail 100,89
12/2/2019,E - Papago - 5K Fitness,99
12/2/2019,E - Papago - Archery,17
12/2/2019,E - Papago - Hole In The Rock,33
12/2/2019,E - PMP - 32nd St. Trailhead,158
12/2/2019,E - PMP - 40th St. Trailhead - East Access,123
12/2/2019,E - PMP - 40th St. Trailhead - Wash - West Access,338
12/2/2019,E - PMP - Piestewa Summit Trail,686
12/2/2019,E - PMP - Trail 200,
12/2/2019,E - PMP - Trail 304,190
12/2/2019,E - PMP - Trail8B - 7000 N. 36th,
12/2/2019,N - 25th St. and Acoma-Shadow Mtn N,30
12/2/2019,N - 7th Ave - Peoria-Mtn. View Park Access,69
12/2/2019,N - Apache Wash Replacement,227
12/2/2019,N - Carefree Bridge - Cave Creek Wash,22
12/2/2019,N - Deem Hills - East - 39th Ave TH,69
12/2/2019,N - Deem Hills - West - 51st Ave TH,72
12/2/2019,N - Desert Hills - North - Ocotillo Trail,42
12/2/2019,N - Desert Hills - South - Sidewinder Trail,92
12/2/2019,N - Desert Vista TH - Hawk,93
12/2/2019,N - Lookout Mountain - 306 - North Side TH,172
12/2/2019,N - NMVC,116
12/2/2019,N - North Mountain - 44-Tower Road,418
12/2/2019,N - Shaw Butte TH,183
12/2/2019,N -15th Ave - Yucca-Shaw Butte SW,37
12/2/2019,N-NM TOWER TR 44 REPL,
12/2/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/2/2019,RIO SALADO 2875 S. 7th Street SE,
12/2/2019,RIO SALADO 3201 S. 16th Street SE,
12/2/2019,RIO-16ST-SE-REPL,
12/2/2019,RIO-7TH ST SE-REPL,
12/2/2019,RIO-CENT-NEGW-REPL,
12/2/2019,South Mountain- Desert Classic Trail,124
12/2/2019,South Mountain-620 Trailhead,121
12/2/2019,South Mountain-Hau'Pal,
12/2/2019,South Mountain-Holbert Trail,46
12/2/2019,South Mountain-Judith Tunell Trail,13
12/2/2019,South Mountain-Kiwanis Trail ,51
12/2/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/2/2019,South Mountain-Mormon Trail,206
12/2/2019,South Mountain-Pima Dirt Rd. ,545
12/2/2019,South Mountain-Pima West Loop,408
12/2/2019,South Mountain-Telegraph Pass Trail,164
12/3/2019,E - Camelback - Cholla Trail ,
12/3/2019,E - Camelback - Echo Canyon Trail,570
12/3/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,259
12/3/2019,E - Dreamy Draw Park - Trail 100,81
12/3/2019,E - Papago - 5K Fitness,113
12/3/2019,E - Papago - Archery,15
12/3/2019,E - Papago - Hole In The Rock,26
12/3/2019,E - PMP - 32nd St. Trailhead,206
12/3/2019,E - PMP - 40th St. Trailhead - East Access,144
12/3/2019,E - PMP - 40th St. Trailhead - Wash - West Access,275
12/3/2019,E - PMP - Piestewa Summit Trail,707
12/3/2019,E - PMP - Trail 200,
12/3/2019,E - PMP - Trail 304,170
12/3/2019,E - PMP - Trail8B - 7000 N. 36th,
12/3/2019,N - 25th St. and Acoma-Shadow Mtn N,22
12/3/2019,N - 7th Ave - Peoria-Mtn. View Park Access,91
12/3/2019,N - Apache Wash Replacement,181
12/3/2019,N - Carefree Bridge - Cave Creek Wash,34
12/3/2019,N - Deem Hills - East - 39th Ave TH,57
12/3/2019,N - Deem Hills - West - 51st Ave TH,82
12/3/2019,N - Desert Hills - North - Ocotillo Trail,78
12/3/2019,N - Desert Hills - South - Sidewinder Trail,105
12/3/2019,N - Desert Vista TH - Hawk,88
12/3/2019,N - Lookout Mountain - 306 - North Side TH,203
12/3/2019,N - NMVC,102
12/3/2019,N - North Mountain - 44-Tower Road,440
12/3/2019,N - Shaw Butte TH,187
12/3/2019,N -15th Ave - Yucca-Shaw Butte SW,41
12/3/2019,N-NM TOWER TR 44 REPL,
12/3/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/3/2019,RIO SALADO 2875 S. 7th Street SE,
12/3/2019,RIO SALADO 3201 S. 16th Street SE,
12/3/2019,RIO-16ST-SE-REPL,
12/3/2019,RIO-7TH ST SE-REPL,
12/3/2019,RIO-CENT-NEGW-REPL,
12/3/2019,South Mountain- Desert Classic Trail,136
12/3/2019,South Mountain-620 Trailhead,92
12/3/2019,South Mountain-Hau'Pal,
12/3/2019,South Mountain-Holbert Trail,51
12/3/2019,South Mountain-Judith Tunell Trail,5
12/3/2019,South Mountain-Kiwanis Trail ,73
12/3/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/3/2019,South Mountain-Mormon Trail,203
12/3/2019,South Mountain-Pima Dirt Rd. ,593
12/3/2019,South Mountain-Pima West Loop,273
12/3/2019,South Mountain-Telegraph Pass Trail,173
12/4/2019,E - Camelback - Cholla Trail ,
12/4/2019,E - Camelback - Echo Canyon Trail,465
12/4/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,192
12/4/2019,E - Dreamy Draw Park - Trail 100,64
12/4/2019,E - Papago - 5K Fitness,130
12/4/2019,E - Papago - Archery,24
12/4/2019,E - Papago - Hole In The Rock,18
12/4/2019,E - PMP - 32nd St. Trailhead,170
12/4/2019,E - PMP - 40th St. Trailhead - East Access,83
12/4/2019,E - PMP - 40th St. Trailhead - Wash - West Access,307
12/4/2019,E - PMP - Piestewa Summit Trail,561
12/4/2019,E - PMP - Trail 200,
12/4/2019,E - PMP - Trail 304,146
12/4/2019,E - PMP - Trail8B - 7000 N. 36th,
12/4/2019,N - 25th St. and Acoma-Shadow Mtn N,27
12/4/2019,N - 7th Ave - Peoria-Mtn. View Park Access,61
12/4/2019,N - Apache Wash Replacement,136
12/4/2019,N - Carefree Bridge - Cave Creek Wash,7
12/4/2019,N - Deem Hills - East - 39th Ave TH,37
12/4/2019,N - Deem Hills - West - 51st Ave TH,61
12/4/2019,N - Desert Hills - North - Ocotillo Trail,30
12/4/2019,N - Desert Hills - South - Sidewinder Trail,71
12/4/2019,N - Desert Vista TH - Hawk,67
12/4/2019,N - Lookout Mountain - 306 - North Side TH,177
12/4/2019,N - NMVC,86
12/4/2019,N - North Mountain - 44-Tower Road,333
12/4/2019,N - Shaw Butte TH,149
12/4/2019,N -15th Ave - Yucca-Shaw Butte SW,38
12/4/2019,N-NM TOWER TR 44 REPL,
12/4/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/4/2019,RIO SALADO 2875 S. 7th Street SE,
12/4/2019,RIO SALADO 3201 S. 16th Street SE,
12/4/2019,RIO-16ST-SE-REPL,
12/4/2019,RIO-7TH ST SE-REPL,
12/4/2019,RIO-CENT-NEGW-REPL,
12/4/2019,South Mountain- Desert Classic Trail,115
12/4/2019,South Mountain-620 Trailhead,64
12/4/2019,South Mountain-Hau'Pal,
12/4/2019,South Mountain-Holbert Trail,23
12/4/2019,South Mountain-Judith Tunell Trail,18
12/4/2019,South Mountain-Kiwanis Trail ,38
12/4/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/4/2019,South Mountain-Mormon Trail,149
12/4/2019,South Mountain-Pima Dirt Rd. ,518
12/4/2019,South Mountain-Pima West Loop,291
12/4/2019,South Mountain-Telegraph Pass Trail,123
12/5/2019,E - Camelback - Cholla Trail ,
12/5/2019,E - Camelback - Echo Canyon Trail,627
12/5/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,228
12/5/2019,E - Dreamy Draw Park - Trail 100,94
12/5/2019,E - Papago - 5K Fitness,121
12/5/2019,E - Papago - Archery,56
12/5/2019,E - Papago - Hole In The Rock,75
12/5/2019,E - PMP - 32nd St. Trailhead,186
12/5/2019,E - PMP - 40th St. Trailhead - East Access,160
12/5/2019,E - PMP - 40th St. Trailhead - Wash - West Access,432
12/5/2019,E - PMP - Piestewa Summit Trail,874
12/5/2019,E - PMP - Trail 200,
12/5/2019,E - PMP - Trail 304,190
12/5/2019,E - PMP - Trail8B - 7000 N. 36th,
12/5/2019,N - 25th St. and Acoma-Shadow Mtn N,45
12/5/2019,N - 7th Ave - Peoria-Mtn. View Park Access,83
12/5/2019,N - Apache Wash Replacement,229
12/5/2019,N - Carefree Bridge - Cave Creek Wash,16
12/5/2019,N - Deem Hills - East - 39th Ave TH,75
12/5/2019,N - Deem Hills - West - 51st Ave TH,69
12/5/2019,N - Desert Hills - North - Ocotillo Trail,56
12/5/2019,N - Desert Hills - South - Sidewinder Trail,124
12/5/2019,N - Desert Vista TH - Hawk,89
12/5/2019,N - Lookout Mountain - 306 - North Side TH,251
12/5/2019,N - NMVC,132
12/5/2019,N - North Mountain - 44-Tower Road,444
12/5/2019,N - Shaw Butte TH,184
12/5/2019,N -15th Ave - Yucca-Shaw Butte SW,29
12/5/2019,N-NM TOWER TR 44 REPL,
12/5/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/5/2019,RIO SALADO 2875 S. 7th Street SE,
12/5/2019,RIO SALADO 3201 S. 16th Street SE,
12/5/2019,RIO-16ST-SE-REPL,
12/5/2019,RIO-7TH ST SE-REPL,
12/5/2019,RIO-CENT-NEGW-REPL,
12/5/2019,South Mountain- Desert Classic Trail,219
12/5/2019,South Mountain-620 Trailhead,136
12/5/2019,South Mountain-Hau'Pal,
12/5/2019,South Mountain-Holbert Trail,46
12/5/2019,South Mountain-Judith Tunell Trail,37
12/5/2019,South Mountain-Kiwanis Trail ,48
12/5/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/5/2019,South Mountain-Mormon Trail,177
12/5/2019,South Mountain-Pima Dirt Rd. ,579
12/5/2019,South Mountain-Pima West Loop,354
12/5/2019,South Mountain-Telegraph Pass Trail,157
12/6/2019,E - Camelback - Cholla Trail ,
12/6/2019,E - Camelback - Echo Canyon Trail,711
12/6/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,203
12/6/2019,E - Dreamy Draw Park - Trail 100,93
12/6/2019,E - Papago - 5K Fitness,125
12/6/2019,E - Papago - Archery,32
12/6/2019,E - Papago - Hole In The Rock,17
12/6/2019,E - PMP - 32nd St. Trailhead,194
12/6/2019,E - PMP - 40th St. Trailhead - East Access,185
12/6/2019,E - PMP - 40th St. Trailhead - Wash - West Access,702
12/6/2019,E - PMP - Piestewa Summit Trail,904
12/6/2019,E - PMP - Trail 200,
12/6/2019,E - PMP - Trail 304,236
12/6/2019,E - PMP - Trail8B - 7000 N. 36th,
12/6/2019,N - 25th St. and Acoma-Shadow Mtn N,30
12/6/2019,N - 7th Ave - Peoria-Mtn. View Park Access,71
12/6/2019,N - Apache Wash Replacement,267
12/6/2019,N - Carefree Bridge - Cave Creek Wash,29
12/6/2019,N - Deem Hills - East - 39th Ave TH,69
12/6/2019,N - Deem Hills - West - 51st Ave TH,68
12/6/2019,N - Desert Hills - North - Ocotillo Trail,49
12/6/2019,N - Desert Hills - South - Sidewinder Trail,87
12/6/2019,N - Desert Vista TH - Hawk,100
12/6/2019,N - Lookout Mountain - 306 - North Side TH,273
12/6/2019,N - NMVC,133
12/6/2019,N - North Mountain - 44-Tower Road,402
12/6/2019,N - Shaw Butte TH,216
12/6/2019,N -15th Ave - Yucca-Shaw Butte SW,19
12/6/2019,N-NM TOWER TR 44 REPL,
12/6/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/6/2019,RIO SALADO 2875 S. 7th Street SE,
12/6/2019,RIO SALADO 3201 S. 16th Street SE,
12/6/2019,RIO-16ST-SE-REPL,
12/6/2019,RIO-7TH ST SE-REPL,
12/6/2019,RIO-CENT-NEGW-REPL,
12/6/2019,South Mountain- Desert Classic Trail,149
12/6/2019,South Mountain-620 Trailhead,99
12/6/2019,South Mountain-Hau'Pal,
12/6/2019,South Mountain-Holbert Trail,35
12/6/2019,South Mountain-Judith Tunell Trail,20
12/6/2019,South Mountain-Kiwanis Trail ,60
12/6/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/6/2019,South Mountain-Mormon Trail,185
12/6/2019,South Mountain-Pima Dirt Rd. ,627
12/6/2019,South Mountain-Pima West Loop,371
12/6/2019,South Mountain-Telegraph Pass Trail,186
12/7/2019,E - Camelback - Cholla Trail ,
12/7/2019,E - Camelback - Echo Canyon Trail,1261
12/7/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,453
12/7/2019,E - Dreamy Draw Park - Trail 100,166
12/7/2019,E - Papago - 5K Fitness,251
12/7/2019,E - Papago - Archery,100
12/7/2019,E - Papago - Hole In The Rock,27
12/7/2019,E - PMP - 32nd St. Trailhead,329
12/7/2019,E - PMP - 40th St. Trailhead - East Access,258
12/7/2019,E - PMP - 40th St. Trailhead - Wash - West Access,1118
12/7/2019,E - PMP - Piestewa Summit Trail,1258
12/7/2019,E - PMP - Trail 200,
12/7/2019,E - PMP - Trail 304,300
12/7/2019,E - PMP - Trail8B - 7000 N. 36th,
12/7/2019,N - 25th St. and Acoma-Shadow Mtn N,27
12/7/2019,N - 7th Ave - Peoria-Mtn. View Park Access,147
12/7/2019,N - Apache Wash Replacement,474
12/7/2019,N - Carefree Bridge - Cave Creek Wash,62
12/7/2019,N - Deem Hills - East - 39th Ave TH,76
12/7/2019,N - Deem Hills - West - 51st Ave TH,124
12/7/2019,N - Desert Hills - North - Ocotillo Trail,134
12/7/2019,N - Desert Hills - South - Sidewinder Trail,167
12/7/2019,N - Desert Vista TH - Hawk,219
12/7/2019,N - Lookout Mountain - 306 - North Side TH,407
12/7/2019,N - NMVC,265
12/7/2019,N - North Mountain - 44-Tower Road,635
12/7/2019,N - Shaw Butte TH,284
12/7/2019,N -15th Ave - Yucca-Shaw Butte SW,42
12/7/2019,N-NM TOWER TR 44 REPL,
12/7/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/7/2019,RIO SALADO 2875 S. 7th Street SE,
12/7/2019,RIO SALADO 3201 S. 16th Street SE,
12/7/2019,RIO-16ST-SE-REPL,
12/7/2019,RIO-7TH ST SE-REPL,
12/7/2019,RIO-CENT-NEGW-REPL,
12/7/2019,South Mountain- Desert Classic Trail,297
12/7/2019,South Mountain-620 Trailhead,209
12/7/2019,South Mountain-Hau'Pal,
12/7/2019,South Mountain-Holbert Trail,184
12/7/2019,South Mountain-Judith Tunell Trail,49
12/7/2019,South Mountain-Kiwanis Trail ,167
12/7/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/7/2019,South Mountain-Mormon Trail,416
12/7/2019,South Mountain-Pima Dirt Rd. ,1116
12/7/2019,South Mountain-Pima West Loop,697
12/7/2019,South Mountain-Telegraph Pass Trail,292
12/8/2019,E - Camelback - Cholla Trail ,
12/8/2019,E - Camelback - Echo Canyon Trail,496
12/8/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,324
12/8/2019,E - Dreamy Draw Park - Trail 100,100
12/8/2019,E - Papago - 5K Fitness,148
12/8/2019,E - Papago - Archery,81
12/8/2019,E - Papago - Hole In The Rock,52
12/8/2019,E - PMP - 32nd St. Trailhead,213
12/8/2019,E - PMP - 40th St. Trailhead - East Access,103
12/8/2019,E - PMP - 40th St. Trailhead - Wash - West Access,316
12/8/2019,E - PMP - Piestewa Summit Trail,669
12/8/2019,E - PMP - Trail 200,
12/8/2019,E - PMP - Trail 304,171
12/8/2019,E - PMP - Trail8B - 7000 N. 36th,
12/8/2019,N - 25th St. and Acoma-Shadow Mtn N,26
12/8/2019,N - 7th Ave - Peoria-Mtn. View Park Access,71
12/8/2019,N - Apache Wash Replacement,160
12/8/2019,N - Carefree Bridge - Cave Creek Wash,0
12/8/2019,N - Deem Hills - East - 39th Ave TH,42
12/8/2019,N - Deem Hills - West - 51st Ave TH,51
12/8/2019,N - Desert Hills - North - Ocotillo Trail,39
12/8/2019,N - Desert Hills - South - Sidewinder Trail,44
12/8/2019,N - Desert Vista TH - Hawk,69
12/8/2019,N - Lookout Mountain - 306 - North Side TH,262
12/8/2019,N - NMVC,118
12/8/2019,N - North Mountain - 44-Tower Road,365
12/8/2019,N - Shaw Butte TH,115
12/8/2019,N -15th Ave - Yucca-Shaw Butte SW,34
12/8/2019,N-NM TOWER TR 44 REPL,
12/8/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/8/2019,RIO SALADO 2875 S. 7th Street SE,
12/8/2019,RIO SALADO 3201 S. 16th Street SE,
12/8/2019,RIO-16ST-SE-REPL,
12/8/2019,RIO-7TH ST SE-REPL,
12/8/2019,RIO-CENT-NEGW-REPL,
12/8/2019,South Mountain- Desert Classic Trail,130
12/8/2019,South Mountain-620 Trailhead,143
12/8/2019,South Mountain-Hau'Pal,
